userId,user_n_ratings,user_avg_rating
210,33,4.469697
211,97,4.0360823
212,111,3.4504504
213,175,4.02
214,35,3.6285715
215,165,3.0
216,362,3.75
217,407,3.6056511
218,64,4.0859375
220,69,3.7536232
221,66,3.280303
223,63,4.015873
224,160,3.725
225,53,2.9150944
226,575,2.5730436
227,160,4.0875
228,312,3.2740386
229,92,3.9782608
230,423,3.2789598
231,116,3.1810346
232,24,3.7083333
233,70,3.9142857
234,59,4.0084743
236,215,3.5860465
237,70,3.5
238,61,3.918033
239,33,3.8484848
240,196,4.734694
241,20,3.85
242,160,2.853125
243,540,2.7462964
244,111,3.3963964
245,39,4.179487
247,172,3.988372
248,108,3.074074
249,112,4.058036
250,22,4.090909
251,87,3.0747128
253,45,4.077778
255,72,3.9583333
256,208,3.1826923
257,83,4.379518
258,67,3.716418
259,119,3.8907564
260,45,3.1666667
261,186,3.532258
262,61,3.2131147
263,60,3.1166666
265,96,3.890625
266,41,3.1463416
267,121,3.7479339
268,46,3.9347825
269,24,3.7083333
270,66,4.242424
271,58,3.9224138
272,45,2.6666667
273,34,4.3235292
274,20,3.625
276,49,4.102041
277,121,4.247934
278,136,4.25
279,148,3.7432432
280,302,3.9933774
281,111,3.3333333
283,20,4.5
284,388,2.935567
285,537,3.5791433
287,77,4.103896
288,38,3.6578948
289,20,4.475
291,20,4.25
292,157,4.356688
293,28,3.0357144
295,36,3.75
296,388,2.8762887
297,37,3.9189188
298,20,3.8
299,23,3.9565217
300,83,4.0361447
304,323,3.5510836
305,34,3.9264705
306,33,3.7575758
307,47,3.680851
308,33,4.3333335
309,120,3.9333334
310,27,3.5370371
311,24,3.9166667
312,55,3.7181818
313,147,2.2210884
314,48,3.6041667
315,51,3.9215686
316,40,4.2
317,30,4.016667
318,430,3.6546512
319,162,3.6604939
320,79,3.443038
322,338,3.4112425
323,111,4.18018
324,80,3.7
325,105,3.3238096
326,49,4.357143
328,67,3.7014925
329,49,3.7346938
330,22,3.909091
331,55,3.5454545
332,100,3.23
333,130,3.9153845
334,55,4.609091
336,31,3.2419355
337,30,3.8833334
338,34,3.6470587
339,25,4.0
340,24,3.8333333
341,41,2.7560976
342,49,4.1836734
343,178,3.7949438
344,32,3.125
345,340,3.7735295
346,21,3.2380953
347,107,3.0560749
348,53,4.273585
349,20,3.525
350,76,2.8552632
351,29,4.206897
352,33,3.4848485
353,20,3.45
354,41,4.219512
356,28,2.3214285
357,520,3.1048076
358,148,3.4594595
359,345,3.6202898
360,84,3.1309524
361,35,4.0142856
362,55,3.990909
363,21,4.095238
364,253,4.096838
365,20,3.525
366,57,3.8245614
368,273,3.5897436
369,34,3.9705882
370,380,3.2921052
371,132,4.2727275
372,28,4.035714
373,74,3.7635136
374,75,4.0
375,87,3.6551723
377,28,3.107143
378,120,3.2625
379,284,2.8133802
380,27,2.5185184
381,29,3.724138
382,172,4.2093024
383,20,3.7
384,26,3.0769231
385,46,4.1086955
386,62,3.3548386
387,88,3.4545455
389,25,3.32
391,29,3.9655173
392,36,4.638889
393,20,3.35
395,249,4.3353415
396,315,3.0920634
397,81,4.759259
398,102,3.764706
399,97,3.8350515
400,112,4.473214
401,66,3.3484848
402,262,4.0648856
404,55,3.7272727
405,31,3.451613
407,89,3.7303371
408,195,3.8461537
409,206,3.6844661
410,109,4.068807
411,73,4.1369863
413,50,4.12
414,202,3.8168316
415,20,3.675
416,204,3.389706
417,66,4.060606
418,142,3.9049296
420,84,3.7619047
421,62,3.6451614
422,33,4.3333335
423,41,3.8536584
424,54,4.064815
425,27,4.037037
426,981,3.0346584
427,119,3.7310925
428,78,3.4871795
430,59,3.4067798
431,602,2.5033224
432,29,4.448276
433,39,3.4615386
434,92,3.9891305
435,242,3.7954545
436,53,3.6792452
437,207,4.0821257
438,24,2.9166667
440,522,3.474138
441,141,3.5780141
442,98,3.4336734
443,175,3.7371428
446,521,3.328215
447,66,4.4848485
448,23,4.173913
450,761,2.9454665
451,25,4.02
452,20,4.275
453,43,3.7906976
454,37,3.4864864
455,83,3.9518073
456,6,5.0
457,22,3.409091
458,74,2.9864864
459,164,3.5609756
461,70,3.6285715
462,412,3.4563107
463,21,3.9047618
464,55,3.418182
465,63,3.2063491
466,35,3.4142857
467,20,3.425
468,179,3.8910615
470,20,3.9
472,302,3.5198677
473,27,4.2222223
474,60,4.7
476,23,2.8043478
477,580,3.7448275
479,31,3.580645
480,36,4.2777777
482,71,3.6056337
483,51,3.4509804
484,54,4.259259
487,29,3.2068965
488,94,3.8617022
490,39,3.4615386
492,21,3.142857
493,39,3.0
494,298,3.511745
495,41,3.804878
496,31,3.887097
497,134,3.522388
499,40,2.85
500,22,3.2045455
501,134,3.7126865
502,54,3.7037036
504,124,3.701613
506,44,3.4318182
507,33,3.7575758
508,25,3.32
509,34,3.235294
511,103,3.2669902
512,51,3.4411764
513,49,4.897959
514,311,3.6012862
515,180,3.5972223
516,44,3.590909
517,36,3.25
518,39,3.8205128
519,646,3.4558823
520,30,3.6166666
521,251,3.243028
522,34,3.6323528
523,205,4.409756
524,20,3.95
525,25,3.24
526,225,2.9377778
527,191,3.0497382
528,69,3.2173913
529,25,3.76
530,34,3.6176472
531,82,3.7317073
532,51,4.0
533,25,3.6
534,62,3.5
535,57,4.0701756
536,37,3.6756756
537,30,4.4
538,203,4.206897
539,36,4.361111
540,30,4.5
544,256,3.1738281
545,61,3.5409837
547,118,3.79661
548,3059,3.2471397
549,54,3.425926
551,293,3.4590445
552,71,3.7183099
553,22,3.7727273
554,113,3.4469028
555,20,3.65
556,45,4.522222
557,48,3.5625
558,43,4.395349
559,56,4.017857
560,102,4.127451
561,400,3.865
562,29,3.8965516
563,92,3.152174
564,44,3.8181818
565,255,3.2705882
566,297,3.5589225
567,480,3.9895833
568,52,2.9038463
569,31,3.8064516
570,56,3.6607144
572,573,3.9528797
573,24,4.3333335
574,22,3.5
575,191,3.594241
576,67,3.4925373
578,78,4.0128207
579,29,3.913793
580,71,3.8732395
581,211,3.343602
582,28,3.8214285
583,88,4.1079545
584,43,3.3023255
585,29,3.9310346
586,20,3.7
587,307,3.7638435
588,84,3.0595238
589,23,3.7173913
590,47,3.0425532
591,151,3.7019868
592,259,3.3281853
594,56,3.607143
595,32,4.390625
596,52,3.6153846
597,548,3.6268249
598,323,2.8637772
599,82,3.6707318
600,61,3.2786884
601,130,3.7615385
602,20,4.5
603,21,3.1904762
604,27,3.6666667
605,86,3.4011629
608,321,3.588785
609,57,3.368421
610,193,3.207254
611,212,3.9056604
613,188,3.444149
614,28,3.857143
616,25,3.44
617,71,4.112676
618,40,4.1625
619,225,3.1822221
620,43,4.9534883
621,25,2.84
622,34,3.764706
623,51,3.490196
624,115,3.1391304
625,51,3.9607842
626,1888,3.322034
627,43,3.9534883
629,21,3.9047618
630,348,3.1393678
631,43,3.8372092
632,105,3.6619048
633,31,4.677419
634,73,2.7260275
635,49,4.4183674
636,84,3.5357144
637,26,3.6538463
638,28,4.107143
639,154,3.4415584
640,30,3.5
641,165,3.6909091
642,281,3.5177937
643,22,3.7272727
644,36,3.6111112
645,43,3.0697675
646,42,2.8452382
647,168,3.3244047
649,318,3.8867924
651,26,3.0769231
652,110,4.2545457
653,398,4.0389447
654,38,3.5263157
655,39,3.7435896
656,30,3.7333333
657,75,4.1666665
658,101,3.8811882
659,40,3.625
660,39,3.8333333
661,46,4.228261
662,26,4.3076925
663,95,2.9368422
664,27,3.925926
665,86,3.8488371
666,60,3.9
667,22,3.840909
668,28,3.6785715
669,51,3.4509804
670,54,3.7870371
671,76,3.7236843
672,73,3.69863
673,29,3.7931035
674,64,3.453125
676,230,4.0130434
677,101,3.3465347
679,58,3.5517242
680,70,3.5142858
681,25,3.68
682,34,4.529412
683,22,3.6363637
684,24,4.3541665
685,41,3.2195122
686,156,3.7884614
687,34,4.1617646
688,35,3.2571428
689,49,3.3979592
690,163,4.1104293
691,57,4.3333335
692,51,3.6470587
693,31,4.032258
694,416,3.5420673
695,797,2.9410288
696,76,4.1842103
697,204,3.004902
699,39,3.6794872
700,159,3.8238993
701,35,3.7857144
703,58,3.775862
705,350,3.3085713
706,62,2.5241935
707,505,3.2831683
708,62,3.1774194
710,51,3.637255
711,40,3.3
712,201,3.982587
714,313,3.7795527
715,55,3.6909091
716,38,3.9736843
717,40,4.35
718,128,3.8828125
719,95,4.2842107
720,52,3.8653846
721,61,2.9836066
722,170,4.1558824
724,25,3.48
725,67,3.9701493
726,33,3.5151515
728,21,2.9047618
730,48,3.75
731,86,2.9418604
732,104,3.3557692
733,22,3.590909
734,400,3.3325
736,201,3.4850745
738,301,3.1162791
740,445,3.4011235
741,351,4.190883
742,26,3.2692308
744,66,3.7121212
745,33,3.6969697
746,36,3.9166667
747,44,4.6136365
748,138,3.4347825
751,161,3.8695652
752,120,3.35
753,20,3.55
754,38,3.7631578
756,433,3.5288684
757,1355,3.6221402
759,24,3.8541667
760,47,3.3404255
762,31,3.8387096
764,53,4.037736
765,154,3.8896103
766,40,4.275
767,93,3.2365592
768,330,3.4121213
769,38,2.5263157
770,184,3.4945652
771,110,3.3090909
772,351,3.1367521
773,30,4.2
775,194,3.4226804
776,20,3.575
777,37,4.9459457
778,24,3.0833333
779,62,4.193548
780,69,3.9927535
781,40,2.9625
782,21,3.1904762
785,161,3.9813664
786,124,4.310484
787,155,3.6483872
788,60,4.4166665
789,48,3.8229167
790,50,4.32
792,79,3.7468355
793,269,3.9479554
794,70,4.007143
795,294,3.8112245
796,24,3.9583333
797,136,3.8933823
798,164,4.167683
799,63,3.5714285
803,1284,3.529595
804,34,4.7941175
805,561,4.28877
806,32,3.0
807,70,4.178571
808,53,3.7264152
809,20,3.55
810,247,3.0931175
811,22,4.5
812,41,4.207317
813,29,4.0
814,26,4.4423075
815,305,3.9836066
816,20,2.825
817,54,3.425926
818,32,3.5625
820,21,3.8095238
821,208,4.1201925
823,99,3.040404
824,55,4.072727
825,40,3.8375
826,114,3.4122808
827,32,3.640625
828,610,3.390164
829,105,2.942857
830,144,3.4791667
831,25,3.48
834,67,3.4925373
835,47,3.0425532
836,363,3.7768595
837,204,3.2083333
838,24,3.5
839,34,3.9117646
840,143,2.937063
841,48,3.9583333
842,60,3.4666667
843,29,3.4482758
844,276,4.25
846,1072,2.591418
847,2504,3.4454873
848,479,3.3340292
849,71,3.8450704
850,22,4.181818
851,65,3.5076923
853,39,3.4358974
854,100,3.01
855,85,4.317647
856,43,4.872093
857,228,3.6578948
858,569,3.1203866
859,845,3.9804733
860,1000,2.623
861,279,2.9964159
862,40,4.0125
863,33,4.3333335
864,236,3.1355932
865,431,4.6635733
866,87,3.5632184
867,24,3.9375
868,56,3.6517856
869,20,3.35
870,60,3.8083334
872,212,3.4858491
873,40,4.0
875,233,3.5493562
876,388,3.3131444
877,126,3.3174603
878,23,3.0217392
879,87,4.465517
880,36,4.0277777
881,28,4.25
882,54,3.8888888
883,35,3.6
884,22,3.5454545
885,22,3.409091
886,213,3.9366198
888,103,2.9902914
889,30,4.0333333
890,24,4.2916665
891,385,3.1961038
892,167,3.1616766
893,38,3.868421
894,372,2.7715054
895,68,3.9411764
896,383,3.2924283
897,113,3.3761063
899,131,3.370229
900,103,3.4466019
902,273,3.7783883
903,69,3.7391305
905,193,4.3212433
907,60,3.45
908,25,2.6
909,173,3.8612716
911,88,3.8068182
912,196,3.6301022
913,54,3.8425925
914,24,3.6666667
915,42,4.2380953
916,58,4.034483
917,227,3.3039649
918,29,3.9655173
920,174,2.7126436
921,21,3.1666667
922,74,3.608108
923,29,4.0689654
924,485,3.2041237
925,138,3.7536232
926,64,3.328125
927,626,3.867412
929,22,4.4772725
930,61,2.9672132
931,32,3.90625
932,29,3.5344827
933,103,3.5436893
934,36,3.75
935,183,4.3333335
936,48,4.125
937,20,3.375
938,115,3.921739
939,863,3.9142525
940,24,3.125
941,21,4.2380953
942,190,3.2210526
945,22,3.3636363
946,17,3.8823528
947,549,3.7322404
948,327,4.296636
949,28,4.107143
950,23,3.7826087
951,125,3.576
953,62,3.4112904
954,37,3.7432432
955,118,4.072034
957,42,3.6904762
958,178,3.6348314
959,75,3.9333334
960,438,2.7442923
961,148,3.5810812
962,78,4.198718
963,72,3.9166667
964,202,3.7079208
965,68,3.0808823
966,178,2.9662921
968,297,3.4191918
969,42,3.4285715
971,22,3.1136363
972,50,4.06
974,120,3.3416667
975,64,3.9140625
976,32,3.78125
977,30,3.9833333
978,73,3.4520547
979,128,3.703125
980,60,4.266667
981,70,3.607143
982,50,4.18
983,1070,3.0626168
984,155,3.4903226
985,81,3.5432098
986,351,1.982906
989,22,3.909091
991,20,2.6
992,124,3.2096775
993,242,3.539256
994,55,3.6909091
995,193,3.6476684
996,76,3.5657895
998,20,3.6
999,326,3.6150308
1000,169,3.5236685
1001,56,3.642857
1002,22,4.0227275
1003,20,2.9
1004,78,4.2628207
1005,29,3.4482758
1007,148,3.9256756
1008,54,4.0
1009,82,3.890244
1010,62,4.604839
1012,152,3.2763157
1013,150,4.0266666
1014,227,3.4427314
1015,48,3.0208333
1016,26,3.8653846
1017,73,3.8493152
1018,55,4.018182
1020,87,3.3505747
1021,76,4.144737
1022,41,3.7560976
1023,38,3.9210527
1024,28,3.482143
1025,51,4.254902
1026,80,3.5
1027,20,3.75
1028,70,3.9357142
1029,21,4.214286
1030,336,3.107143
1031,49,3.1632652
1032,48,2.90625
1033,144,3.6701388
1035,23,4.304348
1036,418,3.2751195
1037,114,4.2719297
1038,707,3.3592646
1040,157,4.10828
1041,240,2.8166666
1042,187,3.6898396
1043,143,3.5664337
1044,115,3.4695652
1045,23,3.0652175
1046,50,3.66
1047,22,3.7045455
1048,541,3.534196
1049,101,3.6237624
1050,35,3.7428572
1051,50,3.93
1052,309,3.4142394
1053,121,4.0041323
1054,21,3.8809524
1056,62,3.282258
1057,30,3.7333333
1058,52,3.5192308
1059,59,3.7372882
1061,52,3.5
1062,181,3.7679558
1063,20,3.4
1064,77,3.2467532
1065,317,4.1009464
1066,105,3.8095238
1067,550,3.4609091
1069,47,3.8510637
1070,59,2.8474576
1071,229,3.2816594
1072,93,3.7150538
1073,21,4.0
1074,297,3.6363637
1075,149,3.3020134
1076,58,3.1206896
1077,20,4.35
1078,119,3.4789915
1079,37,3.4864864
1080,66,4.2651515
1081,44,3.659091
1082,55,3.2545455
1083,111,3.4324324
1084,22,3.590909
1085,94,3.3510637
1087,116,3.3448277
1089,523,3.206501
1090,27,4.148148
1091,52,3.6730769
1092,82,3.5731707
1093,141,3.4503546
1094,41,4.3414636
1095,138,3.057971
1096,61,4.180328
1097,87,4.1264367
1098,22,3.590909
1100,22,4.0227275
1102,23,3.4782608
1103,307,3.5472312
1104,20,4.475
1105,72,3.3958333
1106,95,3.3947368
1107,233,3.5708156
1109,38,3.6578948
1110,20,3.2
1111,41,4.1463413
1112,67,3.402985
1113,20,3.4
1114,96,3.3854167
1115,311,3.1479099
1117,30,4.1833334
1118,155,3.816129
1119,32,3.96875
1120,29,3.862069
1121,117,3.8675213
1122,43,4.116279
1123,434,3.624424
1124,113,4.283186
1125,26,3.0
1126,80,3.65
1127,122,3.557377
1128,192,2.6692708
1129,37,3.6486487
1130,51,3.6176472
1131,100,4.23
1132,88,3.715909
1133,136,3.6617646
1134,40,4.1875
1135,23,3.4782608
1136,39,3.1794872
1137,438,2.671233
1138,47,4.1702127
1139,87,4.0747128
1140,329,3.6352584
1142,32,3.5625
1143,49,3.5306122
1144,23,3.3913043
1145,30,2.7666667
1146,558,4.0591397
1147,53,3.8113208
1148,230,3.847826
1150,258,4.0
1151,50,4.22
1153,33,3.439394
1154,32,3.875
1156,255,4.019608
1157,387,2.9689922
1158,54,3.4907408
1159,87,3.7471263
1160,124,3.7419355
1161,44,4.7045455
1163,165,3.6363637
1164,46,3.1304348
1165,56,4.151786
1166,158,4.117089
1168,482,3.6670125
1169,27,3.925926
1170,29,3.7931035
1171,290,3.7068965
1173,449,2.6503341
1174,43,4.523256
1175,157,1.7261146
1177,199,3.683417
1178,117,3.7435896
1179,45,3.9333334
1180,43,3.7209303
1182,29,4.413793
1184,393,3.29771
1185,97,3.8969073
1187,211,2.9597156
1188,75,3.0333333
1189,278,3.8039567
1190,168,3.919643
1193,29,3.9310346
1195,28,3.9642856
1196,125,3.688
1197,107,3.7196262
1198,168,3.6547618
1199,36,4.0
1200,33,3.8484848
1201,100,4.275
1202,277,3.868231
1203,1244,3.3050642
1204,31,4.064516
1205,37,3.8648648
1206,22,4.590909
1207,115,3.078261
1208,262,3.3435113
1209,253,2.6640315
1210,57,3.7719297
1211,31,2.7580645
1212,42,3.9404762
1213,33,3.6060605
1214,331,3.7583082
1215,28,3.4285715
1216,23,3.4130435
1217,25,3.4
1218,35,3.5714285
1219,283,3.5795052
1220,196,3.9591837
1221,65,3.9076922
1222,390,3.6846154
1224,176,3.7727273
1225,20,3.95
1227,30,2.8333333
1228,407,3.4914005
1229,141,3.8368795
1230,156,3.878205
1231,31,3.3387096
1232,395,3.7443037
1233,43,3.372093
1234,95,3.8526316
1235,59,3.677966
1236,25,3.16
1237,25,3.48
1239,174,4.3448277
1240,35,3.5714285
1242,444,3.9684684
1243,583,2.731561
1244,84,3.6190476
1245,37,3.7297297
1246,45,3.488889
1247,236,3.4872882
1248,22,3.1363637
1249,68,2.7058823
1250,11,4.1363635
1251,20,2.5
1252,108,3.4907408
1253,108,4.203704
1254,355,3.38169
1255,42,3.297619
1256,29,3.7068965
1257,22,3.2727273
1258,32,4.15625
1260,223,3.3721974
1261,58,4.206897
1262,81,3.9012346
1263,162,3.580247
1264,42,4.095238
1267,20,1.875
1268,31,4.403226
1269,71,3.4647887
1271,60,3.3333333
1273,492,3.5162601
1274,28,3.767857
1275,65,4.169231
1276,54,4.0833335
1277,229,3.882096
1278,177,3.4519775
1279,39,3.5769231
1282,85,3.8705883
1283,118,3.9491525
1284,31,3.580645
1285,22,4.590909
1286,38,3.6052632
1287,70,4.0857143
1289,398,3.7826633
1290,236,3.7266948
1291,27,2.5555556
1292,72,3.5555556
1293,42,3.6190476
1294,43,3.6627908
1295,204,3.5980392
1296,83,4.3313255
1297,136,3.9558823
1298,217,3.7603686
1299,33,4.181818
1300,54,3.3703704
1301,166,2.9457831
1302,20,3.475
1303,101,3.1138613
1304,128,4.53125
1305,663,3.6802413
1306,21,3.6190476
1308,55,3.9818182
1310,21,3.4761906
1311,194,3.8865979
1312,49,3.8061225
1313,105,4.0190477
1314,100,3.5
1315,89,3.8651686
1316,169,4.295858
1317,43,3.3023255
1318,36,3.8611112
1319,342,4.0847955
1320,55,3.581818
1322,50,4.14
1323,45,2.9333334
1324,108,3.0555556
1325,51,3.0
1326,42,3.1309524
1329,354,3.5960453
1330,226,3.6902654
1331,83,3.686747
1333,51,3.372549
1334,204,3.004902
1336,169,3.9112425
1339,268,3.4328358
1340,109,3.6055045
1341,21,4.095238
1342,390,3.9141026
1343,158,3.436709
1344,229,4.1135373
1346,58,3.7155173
1347,81,3.2839506
1349,148,4.2364864
1351,76,3.7631578
1352,167,3.2694612
1353,47,3.5106382
1354,122,3.6434426
1356,136,3.6838236
1357,47,4.4042554
1359,48,3.5
1360,26,4.1346154
1361,127,2.574803
1362,311,3.9453375
1364,30,3.5833333
1365,124,3.435484
1367,592,3.287162
1368,42,3.547619
1369,35,2.7142856
1370,65,4.2153845
1371,203,3.8916256
1372,67,4.052239
1373,80,3.55
1374,37,3.8648648
1377,35,3.4714286
1378,92,4.0
1379,60,3.4333334
1381,26,4.1923075
1382,294,2.7789116
1383,67,3.3656716
1385,49,3.7346938
1387,251,3.4940238
1389,24,3.5833333
1391,88,3.7613637
1392,105,4.2190475
1393,27,3.2592592
1394,22,3.090909
1395,35,3.7714286
1396,48,3.90625
1397,345,3.2869565
1398,169,4.452663
1399,179,4.22905
1400,154,4.4188313
1402,467,3.5203426
1403,22,3.090909
1404,302,2.933775
1405,883,3.6783693
1406,22,4.409091
1407,128,3.7109375
1408,42,4.4761906
1409,745,3.0436242
1410,21,3.7619047
1411,157,3.5286624
1412,28,3.482143
1413,40,3.525
1414,107,3.3971963
1415,55,3.3727272
1416,204,3.7058823
1418,217,3.8387096
1419,47,4.4042554
1420,20,3.95
1421,39,3.5897436
1422,37,4.5945945
1423,41,3.9756098
1424,170,3.6058824
1425,69,3.884058
1426,57,3.9561403
1427,151,3.9536424
1429,87,3.6954024
1430,53,3.7547169
1432,86,4.52907
1433,36,4.611111
1434,21,4.0
1435,21,3.1904762
1436,505,3.4851484
1437,29,4.0
1438,57,3.8070176
1439,84,4.428571
1440,98,3.6938775
1441,36,3.3611112
1442,185,3.7027028
1443,67,3.574627
1444,107,4.219626
1445,20,3.0
1446,77,3.974026
1447,80,4.20625
1448,123,4.097561
1449,60,4.275
1450,20,4.05
1452,70,4.0857143
1453,198,2.8585858
1454,131,3.3206108
1455,22,4.0
1457,24,3.2916667
1459,35,2.8857143
1460,36,4.4027777
1461,27,3.4814816
1462,21,3.7857144
1465,79,3.278481
1466,72,3.3333333
1467,49,3.6530612
1468,95,3.3789473
1469,64,3.4375
1470,428,3.6063085
1471,116,3.2586207
1472,41,3.7560976
1473,56,4.071429
1474,605,3.3768594
1475,258,3.7209303
1476,47,4.393617
1478,264,4.3011365
1479,40,3.875
1481,250,3.11
1482,367,3.3378747
1483,66,3.8939395
1485,32,3.5
1487,32,3.515625
1488,312,3.477564
1489,40,3.5375
1490,70,3.7214286
1491,79,3.6898735
1492,187,3.4171124
1493,32,3.8125
1494,172,4.4825583
1495,53,3.7358491
1497,45,3.7555556
1498,259,3.3050194
1499,115,3.904348
1501,53,4.1603775
1502,32,4.125
1503,796,2.5552764
1504,96,4.0052085
1505,35,3.2571428
1506,32,3.0625
1508,51,3.8431373
1509,37,4.0
1510,39,3.4871795
1511,70,3.8785715
1513,285,3.7052631
1514,21,2.6904762
1515,25,3.88
1516,200,3.8175
1517,20,2.4
1519,41,3.2439024
1521,98,3.7448978
1522,41,3.804878
1525,74,2.6351352
1526,300,2.9033334
1527,378,4.169312
1528,36,3.3055556
1529,49,3.8367348
1530,47,4.0
1531,26,4.423077
1532,51,3.1176472
1533,316,4.074367
1534,22,3.5681818
1536,99,3.8030303
1537,102,3.3921568
1538,73,3.5547945
1539,39,2.7948718
1540,69,3.9855072
1541,419,3.5095465
1542,24,3.0833333
1544,268,4.0410447
1545,28,4.642857
1546,40,3.7
1547,31,4.2419353
1549,86,3.6046512
1550,48,3.875
1551,189,3.7037036
1552,235,3.8042552
1553,257,4.478599
1554,112,4.0625
1555,43,3.6046512
1556,184,3.9619565
1557,38,4.2105265
1558,98,3.857143
1559,66,3.6969697
1560,33,4.121212
1561,121,3.5123968
1562,47,3.6170213
1563,28,3.7142856
1564,34,3.3823528
1565,24,2.875
1566,41,3.7317073
1567,79,3.7405064
1568,24,3.4166667
1569,65,3.5076923
1570,174,2.8850574
1571,75,4.3
1572,92,3.8369565
1573,44,3.8977273
1574,46,3.7391305
1575,51,3.4705882
1576,110,3.840909
1577,42,3.892857
1578,300,3.2533333
1579,89,3.2808988
1580,22,3.5227273
1581,133,3.8796992
1582,33,3.2878788
1583,430,3.2104652
1584,40,4.075
1586,62,3.9112904
1588,206,3.5825243
1590,27,3.5925925
1591,26,4.9423075
1592,288,3.2291667
1593,78,3.9807692
1594,42,3.2380953
1595,111,4.009009
1597,59,3.3559322
1599,220,4.609091
1600,56,3.4107144
1601,21,3.8095238
1602,28,3.0357144
1603,27,3.4074075
1604,438,3.3984017
1605,45,3.9555554
1606,353,3.7053823
1607,80,3.15
1608,77,2.5974026
1609,352,3.8522727
1610,500,3.966
1611,82,3.390244
1612,972,3.2129629
1613,55,3.6909091
1614,118,3.3262713
1615,23,4.7391305
1616,164,2.7743902
1617,46,2.7391305
1618,104,4.1201925
1619,355,3.9112675
1620,64,4.2734375
1623,30,3.05
1624,143,3.4965036
1625,100,3.97
1626,232,3.4288793
1627,30,3.5
1628,193,3.4818652
1629,40,3.475
1630,80,3.8875
1631,33,3.5454545
1633,34,3.3529413
1634,24,3.75
1635,23,4.2173915
1636,31,3.548387
1637,103,2.8737864
1638,28,2.732143
1639,456,3.9276316
1641,134,3.6940298
1642,154,3.935065
1643,31,3.967742
1644,379,2.7440634
1645,101,3.4554455
1646,276,3.018116
1647,113,4.0442476
1648,27,4.259259
1649,58,3.913793
1650,115,4.421739
1651,36,4.388889
1653,134,4.022388
