movieId,movie_n_ratings,movie_avg_rating,bayesian_score
75,507,2.4467456,2.54381150060753
76,3116,3.0001605,3.0084974571488283
77,208,3.3990386,3.424042590828829
78,1101,3.154405,3.1706368403264897
79,4986,3.125351,3.1293492487633956
80,500,3.748,3.728005313873291
81,2935,3.262351,3.2668017622214465
82,2258,3.994907,3.984793221310065
83,536,3.6501865,3.639766133279117
84,140,3.3785715,3.417910425286544
85,2424,3.5278466,3.527850875761977
86,3868,3.4798346,3.480449983208322
87,885,2.3338983,2.397757187246639
88,4463,3.104526,3.10921841324921
89,2960,3.1368244,3.143323289991613
90,195,3.325641,3.3669508087391757
92,2067,2.8555877,2.871470377137766
93,1847,2.512182,2.538957890549269
94,3644,3.5289516,3.5289395677765834
95,19975,3.0859075,3.087011459079128
96,435,3.7,3.6822742063974596
97,2224,3.9808903,3.970933570291457
98,79,2.544304,2.9256044727887294
99,658,3.1101823,3.1396933800756592
100,3704,3.224757,3.22879667947695
101,4037,3.7791677,3.776095615612839
102,1788,2.4292505,2.4591419071575245
103,1027,3.2604673,3.2728903222770303
104,16925,3.40387,3.404235906277911
105,8718,3.33167,3.332789966822976
106,123,3.4430895,3.467647260324114
107,5808,3.2171142,3.2197682317836
108,115,3.073913,3.2115331852074824
109,16,2.0625,3.17277226303563
110,52275,4.0243616,4.023887360796539
111,24468,4.0949607,4.093804597485094
112,10671,3.411864,3.412405947631069
113,974,3.0995893,3.1205107364803553
114,227,3.57489,3.5664367374530337
115,38,3.5263157,3.5273064266551626
116,857,3.9282382,3.906177581999504
117,1133,3.5723743,3.5705013533114176
118,1021,2.9867778,3.012047698629114
119,244,2.7459016,2.878921619077929
120,137,2.8467152,3.0288927988572554
121,756,3.7533069,3.7393336970516233
122,3522,2.8634298,2.8727331106766876
123,2233,3.9827585,3.9728001528960073
124,288,3.4913194,3.4967543246478017
125,3155,3.7580032,3.7544159673491433
126,1266,2.3179305,2.3639080028041155
127,38,3.118421,3.3511701172048394
128,68,3.4779413,3.4991777630175576
129,170,3.1323528,3.2222861376675693
130,36,3.0833333,3.341894959294519
131,169,3.3106508,3.3602874834243566
132,1884,2.7776008,2.797002487616554
133,19,2.6052632,3.2739560984183047
134,30,3.45,3.498787134885788
135,5732,3.0,3.004566407706737
136,89,3.6235955,3.5892299765305555
137,206,3.2548544,3.308214781805873
138,121,3.2272727,3.315222058379859
139,36,3.1111112,3.353522921717444
140,4519,3.2893338,3.291946269093992
141,19934,3.5112622,3.5113042050643
142,37,3.0135136,3.309229554801152
143,13,1.9230769,3.196872518176124
144,4042,3.4684563,3.4691845566646093
145,11347,3.2598484,3.2610250300688315
146,537,2.9143388,2.9666148543967097
147,3862,3.5761263,3.5755119844204564
148,323,2.9071207,2.9903564529828026
149,988,3.6923077,3.684395941695726
150,44542,3.8693256,3.8689429836971256
151,11350,3.537533,3.5374914936852035
152,602,3.0880399,3.121783702651416
153,29763,2.8874776,2.8885519692639727
154,2734,3.7907827,3.7860642399253517
155,1152,3.4144964,3.4192203388436266
156,1501,3.518321,3.518634975071802
157,2356,2.796265,2.8114725863646193
158,11654,2.9305818,2.9331342584452886
159,2144,3.420709,3.4231553508024817
160,13485,2.602855,2.606272789134634
161,21498,3.7420924,3.7415957286447723
162,5472,4.0114217,4.00704498456812
163,13213,3.4393778,3.439712104273896
164,3936,3.4552846,3.4561974754658884
165,31313,3.4927506,3.4928069351256377
166,622,2.8207395,2.8733674749022438
167,70,3.0857143,3.2700247764587402
168,10935,3.086374,3.0883844465247923
169,3063,2.2789748,2.29903716494177
170,7272,3.2082646,3.2104483833406765
171,1280,3.6101563,3.6070699476657953
172,11640,2.736555,2.739940489939485
173,13860,2.5425324,2.546074956376976
174,1879,2.4574242,2.4851752064152666
175,4430,3.5079007,3.508125700056553
176,2124,3.8559322,3.848391461832982
177,2088,2.8845785,2.8996271315414957
178,447,3.3948545,3.408255435091629
179,1099,2.735669,2.7701506421709183
180,7742,3.5892534,3.5888607533805423
181,2405,1.9430354,1.975316912482081
182,630,3.0809524,3.113827919258791
183,567,3.3694885,3.3823386324476
184,300,3.0733333,3.1382941382271903
185,22287,3.1067438,3.107686901549364
186,10163,2.8850734,2.8882213033612465
187,855,3.4385965,3.4435391887116826
188,2285,3.3426695,3.346639292143142
189,304,2.9917762,3.0675224368855103
190,889,3.5742407,3.571781616495313
191,1501,2.6835444,2.710769251959313
192,79,3.0379746,3.22792994144351
193,6779,2.2361705,2.245629373904569
194,5357,3.8483293,3.845367682582022
195,2892,3.0819502,3.0895319211896304
196,12421,2.8445375,2.847277941962652
197,99,3.0555556,3.2141139059258785
198,8326,3.4176075,3.418266881104299
199,1363,3.7769625,3.76815490611293
200,311,2.8279743,2.9249390102819723
201,341,3.0073314,3.073920631652598
202,362,2.9751382,3.0422402747626442
203,4915,3.1452696,3.149124514060198
204,7558,2.9354987,2.9393930406349815
205,1204,3.5049834,3.5059035193216666
206,930,3.4564517,3.4601051101879197
207,4884,3.3762286,3.3777671888573333
208,25654,2.8534732,2.8547854067713088
209,670,2.8186567,2.867920759651396
210,438,2.890411,2.955743736908084
211,514,3.5914397,3.585820899787524
212,407,2.578624,2.682500966007391
213,1680,4.032738,4.018152115661974
214,865,4.035838,4.008090655008952
215,5426,3.8788242,3.8756214870511396
216,8019,3.2495947,3.251320210157946
217,922,2.7245119,2.765846611050421
218,3805,3.288962,3.2920630222473934
219,568,3.606514,3.6001665183255587
220,263,2.4201522,2.597134168155658
222,5323,3.5307157,3.530690984843098
223,22096,3.8613777,3.860625168586675
224,7660,3.4481723,3.4486904051517233
225,11384,3.2875087,3.2885606356052453
226,37,2.7837837,3.2115283368647782
227,4114,3.0624697,3.0680603748554227
228,433,2.6939955,2.78033749558664
229,2192,3.5588503,3.5581636046002103
230,6542,3.5907216,3.590246317311398
231,29567,2.952633,2.9536043503220295
232,5523,4.0320477,4.027526051442413
233,3121,3.5333226,3.533239583343559
234,2915,2.67976,2.694065196920205
235,15006,3.6628015,3.6623540342994247
236,11039,3.3146572,3.3156194359222666
237,5690,3.2286468,3.2312548791905313
238,753,3.1713147,3.1935279586098413
239,2977,3.0592878,3.0670309579525994
240,756,2.9199736,2.957696054472817
241,521,3.0268714,3.070758303076081
242,971,3.3810503,3.388249615614141
243,408,2.5416667,2.649351532282267
244,266,2.3590226,2.543996789787389
245,228,2.9649122,3.0661976457499773
246,9503,4.030885,4.02825345032679
247,6923,3.8333814,3.831192098285484
248,2818,3.0172107,3.0261167307777885
249,4428,3.6820235,3.680304408020183
250,811,3.027127,3.056217176158254
251,332,3.0481927,3.1110025101307177
252,9060,3.2219095,3.2235898186425085
253,25504,3.4995883,3.4996439589015043
254,568,2.912852,2.9626261053733454
255,963,2.2860851,2.347386918439799
256,8961,2.7160473,2.720552958390144
257,3435,3.4117904,3.4134585060382334
258,1537,2.6415095,2.6694411603474513
259,1800,3.0727777,3.085082657272751
260,56255,4.1563773,4.155819356256242
261,9336,3.626553,3.6260283746725457
262,3848,3.7739086,3.7707550847389686
263,360,3.7444444,3.7180559577011483
264,152,3.3717105,3.410410748850001
265,10678,3.9251263,3.9232757039518162
266,14837,3.4961245,3.4962317636080775
267,3477,2.8777683,2.8869870349845095
268,662,3.3081572,3.3235997745160306
269,541,3.4574862,3.4634568154711007
270,1175,3.1719148,3.186451329017172
271,1123,3.3401604,3.348169705650284
272,7041,3.7444966,3.742970443783955
273,6640,3.1353915,3.138326211538728
274,1074,2.8659217,2.8953762576249145
275,1395,2.7243729,2.7521820860338044
276,4892,2.983749,2.9892558985902733
277,8267,3.4106688,3.411374576392477
278,1032,3.0237403,3.0470452405608737
279,834,3.7068346,3.6967228370554306
280,4585,3.7246456,3.7225249433466017
281,3512,3.661589,3.659714545646723
282,10145,3.4182355,3.418774156607852
283,215,3.055814,3.144916925790175
284,34,2.8529413,3.2547972940263294
285,80,2.26875,2.7530997349665713
286,97,2.0670104,2.563965839593589
287,303,3.2508252,3.290093469889914
288,21708,3.2415469,3.24220527657166
289,2871,3.3507488,3.3537838785503875
290,3649,3.982461,3.9763187535810096
292,23798,3.4125977,3.4128397346862567
293,27216,4.0640063,4.063023516763326
294,772,3.167746,3.189662935669985
295,419,2.7756562,2.8558697802171524
296,67166,4.1765776,4.176095154506199
297,244,3.1618853,3.224159772704248
298,218,3.5206423,3.522026069128691
299,2364,3.717005,3.713091476159147
300,18575,3.6667025,3.666330312626474
301,416,3.5252404,3.5255428854488
302,1404,3.7353988,3.7282688043796375
303,6282,3.0417066,3.0455469981221857
304,645,3.1790698,3.2041769250691368
305,3073,2.7118452,2.7249129505597205
306,6704,4.078088,4.074015935073776
307,6170,3.984765,3.9810937853871433
308,4779,3.9077213,3.903790219819035
309,416,3.6213942,3.6113796970874965
310,223,2.7914798,2.9263845075181116
311,76,2.6513157,2.9992298550075955
312,1186,2.6302698,2.6665881162322456
313,1117,3.0255148,3.0470463126361524
314,3711,3.8513877,3.8470893032339717
315,10069,2.896663,2.8997828064140143
316,29086,3.3602593,3.3605472545811006
317,14794,3.1390429,3.1403532037192745
318,65707,4.429779,4.4290934073540145
319,6529,3.7815897,3.779662931159304
320,292,3.2328768,3.2760321299235025
321,819,3.7637362,3.7501760143679497
322,2711,3.685356,3.6825073592604953
324,422,3.6741707,3.6586928357512263
325,926,2.662527,2.7068678785542972
326,1229,4.081367,4.059736537784222
327,6490,2.8133283,2.8187925713507043
328,2218,3.1442742,3.152735106738997
329,23828,3.3255415,3.32596556422838
330,1386,2.7907648,2.8164366254567437
331,487,3.2679672,3.292184371522019
332,1912,2.7735355,2.792763927782469
333,10047,3.3477654,3.3486582551649966
334,1462,3.8201094,3.810451629931334
335,375,3.2626667,3.2938893710865695
336,265,2.8471699,2.955247576274569
337,16373,3.7541075,3.753419269447255
338,4214,2.9916945,2.997983907892825
339,21082,3.5007114,3.5007761484651927
340,1302,3.3813365,3.3867625946829305
341,349,3.5573065,3.553641472842759
342,10535,3.508543,3.5086352033439425
343,838,2.6664677,2.714980713955991
344,35075,2.981397,2.9821750807507605
345,9326,3.6429873,3.6423743680475513
346,1013,3.4151037,3.420416736647641
347,1432,3.4256284,3.4290842591670523
348,7265,3.6993806,3.698209609222673
349,26790,3.6573348,3.657093978496671
350,14268,3.4666035,3.4668181280564254
351,3264,3.3086703,3.31198031713823
352,1201,3.2751873,3.2852940538423145
353,15191,3.5151734,3.515215709182692
354,1120,3.1433036,3.1597461863460703
355,9078,2.4236066,2.4296564410696107
356,67780,4.035106,4.034732419165401
357,25355,3.6444883,3.644259188921755
358,2024,3.2532115,3.2598375322273867
359,252,3.295635,3.3341158462675993
360,1878,2.7284346,2.749171720995448
361,4557,3.3383806,3.340439168755341
362,6845,3.3881664,3.3891808798211134
363,585,4.002564,3.965201389132522
364,36972,3.7930055,3.7926476439782606
365,1658,3.1559107,3.166805011885507
366,2413,2.9571073,2.968697887777653
367,31772,3.1777508,3.1783012447137806
368,15562,3.4071455,3.407532746810776
369,998,3.298597,3.309544725727489
370,13144,2.9660683,2.9681979901179485
371,3867,3.2558832,3.25935751058205
372,7216,3.2495842,3.25150048749164
373,3172,3.7706494,3.766884845210335
374,4576,2.4151006,2.4271299607095087
375,229,3.2772925,3.322232794163475
376,10166,3.2779853,3.279209267701035
377,38433,3.4870553,3.4871085772496873
378,2100,3.135,3.1441409066666006
379,5012,2.7227654,2.7307197517295543
380,39523,3.4906764,3.4907236359875102
381,4403,3.3964343,3.3979122442206506
382,4896,3.045241,3.0501220138555976
383,4582,3.1988215,3.202375493724935
384,686,2.9606414,2.9991888028124105
385,113,3.5486727,3.5423495813381454
386,322,2.818323,2.9137175865070795
387,634,2.6608832,2.724273261271025
388,506,3.5464427,3.544789567268152
389,184,3.4701087,3.482491362808097
390,770,3.4012988,3.4090280678214095
391,387,3.2002585,3.2377643165108267
392,247,3.3380566,3.3700435715492327
393,1974,1.8839918,1.9246061544408912
394,123,3.3252032,3.383832141843145
395,12,3.1666667,3.458112424419772
396,25,2.44,3.165372943878174
397,83,2.120482,2.6496464112647495
398,51,3.4215686,3.4742868277105954
399,10,2.25,3.315049489339193
400,27,2.5925925,3.2000385228689616
401,17,3.1470587,3.4313875774839033
402,52,2.8365386,3.175519354203168
403,15,2.1666667,3.2138918546529918
404,70,3.2785714,3.3825247089068093
405,3239,2.4373264,2.4539079599447184
406,64,3.0703125,3.271078678599575
407,1725,3.1724637,3.182480436647442
408,592,3.2483108,3.2700980771739165
409,397,3.0327456,3.088149826531976
410,16941,2.99513,2.9966983315550513
411,101,2.8069308,3.045715087296947
412,4084,3.561337,3.5609345073912184
413,5497,2.8063488,2.8128542142750788
414,795,2.6213837,2.675033117892474
415,2886,2.815835,2.8279641610075408
416,1604,2.7104115,2.7351288351499474
417,2960,3.523311,3.523389778263941
418,623,2.7110755,2.7717727095021534
419,4113,2.4925845,2.5050211102235727
420,13527,2.7490575,2.7519263604643105
421,1570,3.2996814,3.3067301276289385
422,1267,3.234412,3.245560300829923
423,2090,3.005981,3.018179062370942
424,669,2.7152467,2.7717705097914735
425,777,3.4710424,3.4744896130521465
426,2956,3.11113,3.1180649523884156
427,3035,2.5494235,2.565284654425647
428,4510,3.8199556,3.8167549711570405
429,1350,2.3677778,2.4092164516448973
430,228,2.3245614,2.5410178376616335
431,8267,3.7063022,3.7052306090608673
432,11539,2.7335558,2.7369836287498885
433,1130,2.9292035,2.954578759306568
434,22493,3.0519717,3.053027628614883
435,12644,2.5914268,2.595116122005229
436,1140,2.6171052,2.655380629691757
437,1645,2.6027355,2.6300312087247506
438,956,2.7207112,2.7608378791429886
439,54,2.4629629,2.9750285011071425
440,17404,3.6050045,3.6047841263101508
441,7479,3.6816418,3.680621877991515
442,16898,3.0501835,3.0515933642557327
443,533,3.3405254,3.35660892203578
444,1166,2.4189537,2.4645583335506287
445,1723,2.889727,2.9077285897308194
446,3394,3.885828,3.880633932372834
447,209,2.5167465,2.711980665052259
448,2674,3.5590875,3.5585179824310953
449,622,3.4734726,3.4775341124761674
450,2691,3.352657,3.3558566839927217
451,572,3.0498252,3.0882684548184804
452,1077,3.5561745,3.554927172868148
453,848,3.1173348,3.140203692599766
454,23256,3.498839,3.4989015902816547
455,7752,2.616615,2.6224561511354856
456,837,3.8130226,3.7969592974984256
457,46042,3.979573,3.979083215312019
458,936,3.1410255,3.1606520058900784
459,992,2.7595766,2.796451934697303
460,816,2.4356618,2.498733247400156
461,805,3.3565218,3.3665532800886364
462,178,2.5870786,2.7934340134001614
463,359,2.8189416,2.9056308100450883
464,2867,2.9161143,2.9266036182059625
465,658,3.2712767,3.2894110821061213
466,12338,2.9266088,2.929036354110208
467,657,3.3805175,3.3909518465800197
468,6587,3.3166845,3.3182768824230893
469,1173,3.2655585,3.2762903252880005
470,431,2.1600928,2.3022930964115007
471,10234,3.659664,3.6590240647569328
472,655,2.8969467,2.941706435900208
473,1241,2.3021758,2.3496538248291134
474,17143,3.7286649,3.7280814821153094
475,8275,3.9199395,3.9175858835558275
476,209,3.0119617,3.1115944569635574
477,4074,3.5472507,3.547018068722448
478,249,2.4216866,2.6066988128483497
479,1103,2.919311,2.945709500225957
480,57842,3.661656,3.6615405185990446
481,4860,3.3384774,3.3404079435313547
482,2455,3.4281058,3.4301009121055372
483,520,3.7971153,3.7735139277943395
484,653,2.8016846,2.853347119362561
485,12422,2.781758,2.784749977132921
486,538,2.6700745,2.7430323646182107
487,545,2.582569,2.6620218673674
488,499,3.3917835,3.404194761060843
489,2708,2.76791,2.7816908119207193
490,2878,3.3611884,3.364037984381608
491,4895,3.408376,3.40958612415981
492,2880,3.6572917,3.6550863220423153
493,3316,3.6239445,3.6225202022672622
494,10966,3.3564198,3.3571988484871587
495,612,3.4215686,3.4296117405156714
496,380,3.2723684,3.3020999376163926
497,12816,3.8858848,3.8844941766455148
498,347,2.7867434,2.880108136073768
499,374,2.7807486,2.868874877128961
500,31578,3.384334,3.3845612994937357
501,1759,3.8325753,3.8241586287157388
502,3320,2.275452,2.2940365794150694
503,129,3.1007752,3.220128355079523
504,1036,2.9763513,3.0017521877534703
505,1176,2.5144558,2.5557936253010936
506,1211,3.4851363,3.4868382180521738
507,2959,3.521122,3.5212372564009633
508,18198,3.8086329,3.807864071976872
509,15484,3.6847713,3.684266883525453
510,790,2.7670887,2.8123845287731717
511,1507,3.1483078,3.160502777393613
512,1133,2.9245367,2.9500448488121
513,505,2.9356437,2.9890144580119364
514,4209,3.4651937,3.465931781330812
515,9628,3.9017968,3.899865956906569
516,3077,3.0890477,3.096067365229149
517,3148,3.133418,3.13958820989536
518,1120,2.677232,2.7135921706501236
519,4429,2.1993678,2.214200220035639
520,13342,3.0544522,3.056220427600571
521,1954,3.3155067,3.320809907542017
522,1160,3.5491378,3.5482668206711447
523,819,3.6465201,3.639704214278244
524,6935,3.5385003,3.538425570824527
525,149,3.409396,3.4392108713562166
526,118,3.2161016,3.308946212132772
527,50722,4.2777987,4.277060313342377
528,819,2.7912087,2.8336052137359515
529,9862,3.8511965,3.849566497516016
530,29,3.2586207,3.429151528998266
531,6782,3.5352404,3.535187857421835
532,5408,3.060281,3.064566292488431
533,3490,2.9283667,2.9368368973166254
534,4404,3.8927112,3.888617631186805
535,5042,3.7792542,3.776787634731182
536,652,3.2852762,3.302568426159372
537,3044,3.1521025,3.1581780508247284
538,4600,3.71,3.708043687061597
539,26369,3.5132163,3.513244348866622
540,4441,2.719883,2.7288806985784175
541,30221,4.128735,4.127742901874177
542,3163,2.8586786,2.86909533637801
543,11137,3.2398312,3.2411194373852257
544,1975,2.9286077,2.943408978426898
546,5061,2.063031,2.0773630695925185
547,729,2.8148148,2.8605943041374196
548,2548,2.9103217,2.9222104283274826
549,1305,3.8931034,3.8796331037894385
550,3013,3.088616,3.0957893107866017
551,19476,3.7334669,3.7329408791079137
552,11665,3.2138448,3.2151858543057346
553,13767,3.6969929,3.69638154937552
554,459,3.0980392,3.1402808238106297
555,14233,3.8066816,3.8057062698163415
556,1105,3.9841628,3.9644180706569125
558,1323,2.777022,2.804372121709503
559,41,2.987805,3.2846480201888872
560,38,3.0921052,3.3398064212365584
561,197,3.4035532,3.428756919467015
562,5598,3.787424,3.7851280119196216
563,308,3.452922,3.463416139506761
564,293,2.3139932,2.490970791602621
565,699,3.2017167,3.2235018901417507
566,137,2.7810218,2.980764494860236
567,340,3.3294117,3.354879391499055
568,334,3.5778444,3.571361960222324
569,1503,2.9474385,2.9661320041857913
570,201,3.4626865,3.4757090184793054
571,178,3.5758426,3.565363840052956
572,30,2.7166667,3.2237871289253235
573,178,3.4073033,3.433784924055401
574,1254,3.3125997,3.320861151613341
575,2368,2.9841638,2.995410568956702
576,23,2.4782608,3.197300914215715
577,560,2.825,2.8826278623987416
579,34,2.8823528,3.266701970781599
580,504,3.077381,3.1180558497294624
581,1716,3.9831002,3.97021680132044
582,116,3.349138,3.4030299991010184
583,231,3.5,3.504992773524383
584,27,3.0370371,3.355882753025402
585,8728,2.6626375,2.667566965858875
586,26232,3.0947316,3.095555950649869
587,26853,3.4364502,3.4366205012280315
588,39133,3.6859045,3.685703082462275
589,50400,3.9359722,3.935567939387795
590,40002,3.7261386,3.7258913142214665
591,29,2.0517242,2.9861135573326787
592,41941,3.4045565,3.404703571576628
593,63348,4.1575108,4.157014329033532
594,16472,3.599229,3.5990137187494606
595,32506,3.6754446,3.675218246510111
596,11724,3.4909587,3.491116244136447
597,31307,3.418293,3.418468026196078
598,126,3.5753968,3.5619486543265255
599,2956,3.9847767,3.9771799730286945
600,273,3.003663,3.084838964621718
601,104,3.375,3.424694606236049
602,295,3.977966,3.912762203078339
603,555,2.9495494,2.9973601762913473
604,6,1.9166666,3.3554101628916606
605,3089,3.2910328,3.2948083023844195
606,1373,2.5688274,2.602531958363547
607,15,2.4333334,3.275430312523475
608,41675,4.1083264,4.107631088117413
609,2217,3.0069914,3.0184838434226933
610,7069,3.375442,3.3765139297113476
611,1626,2.5052276,2.5357416415840457
612,1450,2.7165518,2.743602034250895
613,2178,3.612718,3.6108182238505173
614,144,3.1388888,3.2391905243863763
615,571,3.869527,3.8420337267735922
616,7365,3.3790224,3.380027329688609
617,487,3.5924025,3.5864114832389733
618,336,2.764881,2.8637382131784075
619,652,2.5904908,2.657269206142154
620,36,3.4166667,3.4814299095508665
621,296,3.608108,3.5965403187481653
623,34,3.0588236,3.338130610329764
625,23,3.2826087,3.4507256240060884
626,584,2.8886986,2.9391213546415984
627,1665,3.5366366,3.5363865267083527
628,10261,3.756749,3.755639955706352
629,20,3.275,3.455756732395717
630,198,3.2853534,3.334286076407279
631,1993,2.7235324,2.7432222803958886
632,326,3.9125767,3.861444057302272
633,303,3.3564355,3.3807448645151372
634,302,2.2930465,2.4684744450179013
635,981,3.642202,3.6366663760750417
636,32,3.0,3.3219874312237994
637,5239,2.8390915,2.8456047540532325
638,525,3.2761905,3.298092160017594
639,1038,2.9354527,2.962686462875675
640,2821,2.9725275,2.9822023887328677
641,84,2.4761906,2.868678932759299
642,11,1.9545455,3.24431098093752
643,21,2.1666667,3.125393958158896
644,15,2.2666667,3.236968755722046
645,267,3.5973783,3.586444678742803
647,7136,3.5443525,3.5442391641618416
648,34367,3.3926442,3.392840894174613
649,126,3.7142856,3.661380434578115
650,1225,3.4510205,3.454041612849516
651,39,2.474359,3.0663255252195207
652,72,3.0208333,3.2287128167074233
653,13019,3.2193718,3.2205527872816315
654,16,2.6875,3.3242874145507812
655,17,2.2941177,3.2149697026210045
656,1106,2.881555,2.9095180694619676
657,32,2.4375,3.1024752361018484
658,47,3.0,3.2721955604159954
659,410,3.6914635,3.6737021570620327
660,112,3.017857,3.1753269242651667
661,9414,3.308211,3.309372585956464
662,2530,3.2535572,3.25887701492901
663,2991,3.361752,3.364486452075691
664,298,3.0436242,3.1132269248195077
665,1122,3.9469697,3.929098145139909
666,147,3.4149659,3.44366980688221
667,970,2.5154638,2.565100866205552
668,734,4.116485,4.078957967612208
670,702,4.110399,4.071679395564059
671,5763,3.6755161,3.674247792557474
672,24,2.4166667,3.1676077198337866
673,9417,2.7262928,2.730527381906039
674,2989,2.9678822,2.9770986294032475
675,25,2.04,3.0320395787556964
676,25,2.54,3.1987062454223634
678,2440,4.075205,4.064217992575772
679,87,3.321839,3.397101974835361
680,1056,3.5629735,3.561395103633943
681,308,3.5633116,3.558388086670604
682,60,3.1666667,3.3309361284429375
683,33,2.6515152,3.1795538850577483
684,20,2.525,3.2414710181100026
685,494,3.5364373,3.5356672467554318
687,94,2.9734042,3.1659927864869437
688,2637,2.6008723,2.6181254808371244
690,71,3.2887323,3.387627784870873
691,1079,3.0593143,3.0800735572463545
692,831,2.3483756,2.4153269679538236
693,25,3.08,3.3787062327067057
694,2486,3.004827,3.015143118070127
695,757,3.181638,3.20310153305309
696,108,3.175926,3.2873605957514123
697,1025,2.7770731,2.8120027375775716
698,135,2.7962964,2.9940701497567668
699,15,2.2333333,3.2292764553656945
700,1105,3.260181,3.2717774193008227
701,93,3.139785,3.2755453086399533
702,347,3.7853026,3.7529042445742515
703,327,2.853211,2.942713374484439
704,1623,2.8379545,2.8585792930270126
705,385,3.5155845,3.5170183675042512
706,235,3.1340425,3.203168270880716
707,4133,3.0737963,3.0792261445576457
708,13682,3.3990278,3.399497645122818
709,2421,3.2992566,3.3038863249029626
710,1143,2.752406,2.7849144110235966
711,1917,2.6442358,2.666702131480812
712,168,3.4970238,3.504142070035322
713,126,3.4166667,3.448312382806431
714,3365,3.8939078,3.888551293494586
715,545,3.5853212,3.580509271942267
716,279,2.9265232,3.0179420807441315
717,83,3.1927712,3.318819388411099
718,877,3.4258838,3.4313948604538473
719,6943,2.9692495,2.973244981705742
720,7455,4.1070423,4.103184997995721
721,15,2.9333334,3.3908149279080906
722,311,3.5932477,3.5842188065071845
723,35,3.2285714,3.404740810394287
724,7907,3.0748072,3.077655302155358
725,1400,2.7960715,2.8213124900028625
726,485,3.1206186,3.1586971617190636
727,24,3.1458333,3.40409415477031
728,3174,3.8149023,3.8104537491762906
729,99,3.3888888,3.435590363188878
730,62,3.048387,3.2625264866011485
731,770,2.9207792,2.9578085061980457
732,216,2.7986112,2.9357254917460276
733,29225,3.6762533,3.6760002121571085
734,54,2.5833333,3.0375285102770877
735,1041,3.5057638,3.506785566494292
736,29496,3.1901104,3.190682348058839
737,4130,2.1123486,2.12928289659856
738,24,3.125,3.3973374237885348
739,11,1.9545455,3.24431098093752
741,7029,3.9520557,3.949060945494698
742,1726,2.729432,2.7519159821776658
743,5564,2.7393062,2.746331088348432
744,34,2.8529413,3.2547972940263294
745,11587,4.1189694,4.116430512672746
746,292,3.7568493,3.723400472897535
747,977,2.292221,2.352388465532193
748,4791,3.1661448,3.1698828621162805
749,39,2.6923077,3.1618311244450257
750,22936,4.2292247,4.227699481091507
751,145,3.4655173,3.4815537195939283
752,38,2.8157895,3.220488282767209
753,457,3.2658644,3.291721868797167
